customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn
5973-ENHRF,Female,0,Yes,Yes,18,No,No phone service,Fiber optic,Yes,Yes,No,Yes,Yes,No,Month-to-month,Yes,Electronic check,89.11,1596.65,Yes
1081-VDXQS,Female,0,Yes,No,8,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Mailed check,70.49,556.78,Yes
6557-HBEKP,Male,1,No,No,28,Yes,Yes,DSL,Yes,Yes,No,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),65.43,1843.34,No
4373-QZHCC,Male,0,No,No,2,Yes,No,DSL,No,No,Yes,Yes,Yes,No,Month-to-month,Yes,Mailed check,62.5,116.26,No
1916-WZDYZ,Male,0,No,Yes,29,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,18.25,524.61,No
2051-VQFBU,Male,1,Yes,No,57,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,18.25,1036.58,No
8742-XZKEF,Male,0,Yes,Yes,52,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Bank transfer (automatic),22.17,1155.54,No
1220-BNYDT,Female,0,Yes,No,3,Yes,No,DSL,No,No,No,No,No,No,Two year,Yes,Bank transfer (automatic),47.8,131.7,No
2107-BETGP,Female,0,Yes,Yes,56,Yes,Yes,Fiber optic,No,No,Yes,No,No,Yes,One year,No,Mailed check,79.25,4446.65,No
1051-XDCLH,Female,0,No,No,53,Yes,Yes,Fiber optic,No,No,No,Yes,No,Yes,Two year,No,Bank transfer (automatic),82.08,4352.23,No
3110-TCWEB,Female,0,Yes,No,27,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),20.05,551.4,No
7225-SWSED,Female,0,Yes,No,15,Yes,No,DSL,No,Yes,Yes,Yes,Yes,No,Month-to-month,No,Bank transfer (automatic),73.49,1099.47,Yes
8296-LRDQL,Female,1,Yes,No,12,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Electronic check,22.77,276.36,No
1643-DVNSF,Female,0,Yes,No,71,Yes,No,Fiber optic,Yes,Yes,Yes,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),92.2,6542.99,No
6185-FQJBM,Male,0,No,No,55,Yes,No,Fiber optic,Yes,Yes,No,No,Yes,Yes,Two year,No,Bank transfer (automatic),92.73,5110.17,No
7097-VWJHX,Male,0,Yes,No,52,Yes,Yes,DSL,Yes,No,No,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),57.79,3000.98,No
8349-LSHEJ,Male,0,Yes,No,47,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,79.76,3759.93,No
5623-NLUSK,Male,0,No,No,24,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,23.52,555.8,No
6169-RHVYC,Female,0,Yes,Yes,65,Yes,No,Fiber optic,No,No,No,Yes,Yes,No,One year,Yes,Bank transfer (automatic),86.95,5655.05,No
4070-NXMPG,Female,0,No,Yes,29,Yes,No,DSL,No,Yes,No,Yes,Yes,No,Month-to-month,No,Electronic check,61.92,1790.09,Yes
6530-WPLXT,Female,0,Yes,No,2,Yes,No,Fiber optic,Yes,No,No,Yes,No,Yes,Month-to-month,No,Credit card (automatic),87.98,166.7,No
9107-UHKYG,Male,1,No,No,22,Yes,No,Fiber optic,Yes,No,No,Yes,No,No,Two year,Yes,Credit card (automatic),81.38,1795.74,No
3007-UEETT,Female,0,Yes,Yes,28,No,No phone service,Fiber optic,No,Yes,Yes,No,Yes,No,One year,No,Credit card (automatic),94.75,2637.28,Yes
7977-UZNAF,Female,0,Yes,Yes,40,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,20.49,819.35,Yes
9421-NDKEE,Female,1,No,No,10,Yes,Yes,Fiber optic,No,No,Yes,Yes,No,No,Month-to-month,No,Credit card (automatic),82.18,820.8,Yes
1292-YLUDP,Male,0,Yes,Yes,20,Yes,No,Fiber optic,Yes,Yes,No,No,Yes,Yes,One year,Yes,Electronic check,82.44,1640.48,Yes
1403-WLSUE,Female,0,No,Yes,23,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,87.46,2011.75,No
1103-NAHZG,Male,1,Yes,No,64,Yes,No,Fiber optic,Yes,Yes,No,Yes,Yes,No,Month-to-month,Yes,Credit card (automatic),96.04,6123.03,No
4019-SPUXV,Male,0,No,No,0,Yes,No,DSL,No,No,Yes,No,No,Yes,Month-to-month,No,Electronic check,58.44, ,Yes
7117-WJTKJ,Male,0,No,Yes,53,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,19.6,1047.13,No
3655-BMWQQ,Male,0,Yes,No,71,No,No phone service,Fiber optic,No,Yes,No,No,No,No,Two year,Yes,Credit card (automatic),77.15,5488.59,No
6065-NEWSF,Female,0,Yes,No,33,Yes,Yes,DSL,No,No,Yes,Yes,No,Yes,Two year,Yes,Credit card (automatic),56.38,1841.34,No
3300-USRJS,Male,0,No,No,67,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Bank transfer (automatic),25.77,1724.71,No
5916-ZPMTU,Male,0,No,Yes,28,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),19.9,568.51,Yes
8806-WDRPP,Female,0,Yes,No,2,No,No phone service,DSL,No,Yes,No,Yes,Yes,Yes,Month-to-month,Yes,Mailed check,66.7,120.66,No
4238-XAMPE,Female,0,No,No,10,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,No,No,Two year,No,Electronic check,91.37,931.35,No
1528-BFEPL,Male,0,Yes,No,7,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Electronic check,19.25,132.54,Yes
3557-KRXAA,Female,0,Yes,No,61,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,20.95,1278.36,No
7951-BFEGA,Male,1,No,No,32,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Credit card (automatic),24.84,807.92,No
2299-ZELEZ,Male,0,No,No,7,Yes,No,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,No,Credit card (automatic),81.37,563.29,Yes
3234-YFPRC,Male,1,No,No,24,Yes,Yes,DSL,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,47.35,1136.32,No
3844-BAVSE,Male,0,Yes,No,25,Yes,Yes,DSL,No,No,No,No,No,Yes,Month-to-month,Yes,Credit card (automatic),50.47,1265.18,Yes
1488-KNDDW,Female,0,Yes,No,25,Yes,Yes,Fiber optic,No,No,Yes,No,No,Yes,One year,Yes,Mailed check,82.15,2056.64,No
4699-SSGME,Male,0,No,No,16,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),18.25,289.3,No
8903-XQANB,Female,0,Yes,No,28,Yes,No,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,Yes,Mailed check,78.1,2179.6,No
5293-BRRWK,Female,0,Yes,No,42,No,No phone service,DSL,No,Yes,Yes,No,Yes,Yes,Two year,No,Electronic check,67.88,2845.11,No
6226-CGGEK,Female,0,Yes,Yes,72,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,No,Month-to-month,Yes,Credit card (automatic),86.55,6229.94,No
9441-YBWRA,Female,0,No,Yes,4,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,No,Month-to-month,No,Credit card (automatic),90.4,350.76,Yes
3867-WSJKQ,Male,0,Yes,No,49,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,No,Yes,One year,Yes,Bank transfer (automatic),97.49,4770.11,No
7957-KBUCQ,Female,0,Yes,No,55,Yes,No,Fiber optic,Yes,Yes,Yes,No,Yes,No,Month-to-month,No,Mailed check,84.89,4673.35,No
8875-ETAAX,Male,0,No,Yes,62,Yes,Yes,DSL,No,Yes,Yes,No,No,Yes,One year,No,Credit card (automatic),63.83,3942.02,Yes
5494-XKXGH,Female,0,No,No,56,No,No phone service,DSL,No,No,Yes,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),61.19,3422.11,No
8528-EMTMB,Female,0,Yes,Yes,44,Yes,No,Fiber optic,No,Yes,Yes,No,No,No,Month-to-month,No,Electronic check,84.55,3714.61,No
9773-NJQXW,Male,0,No,No,36,Yes,No,DSL,No,Yes,No,No,Yes,No,Month-to-month,No,Credit card (automatic),60.22,2166.62,No
4275-THNQH,Male,0,Yes,Yes,71,No,No phone service,DSL,Yes,No,Yes,No,No,Yes,Two year,No,Mailed check,65.33,4631.63,No
9279-DQLGU,Male,0,Yes,No,35,Yes,Yes,Fiber optic,Yes,Yes,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,96.34,3370.11,Yes
6982-UAZET,Female,1,No,No,32,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Electronic check,21.21,670.28,No
8956-UQCEV,Female,0,Yes,No,5,No,No phone service,DSL,No,Yes,Yes,No,Yes,No,Month-to-month,No,Mailed check,63.51,313.88,Yes
1366-MYDLC,Male,0,Yes,Yes,70,Yes,Yes,DSL,Yes,No,Yes,Yes,No,No,Two year,No,Electronic check,58.18,4065.27,No
3538-NHUEC,Male,0,No,No,44,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,No,No,Month-to-month,Yes,Electronic check,84.43,3719.3,Yes
4721-WJSJM,Male,1,No,No,6,Yes,No,DSL,Yes,No,No,No,Yes,Yes,Month-to-month,No,Electronic check,57.17,354.9,Yes
2962-RDVBH,Male,0,No,No,64,Yes,Yes,Fiber optic,No,No,No,Yes,No,Yes,Two year,No,Electronic check,76.51,4912.24,No
2374-RULPB,Female,1,Yes,No,23,Yes,No,Fiber optic,No,No,Yes,No,No,No,Month-to-month,Yes,Electronic check,78.85,1797.84,Yes
1206-SKADT,Male,0,Yes,No,44,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Bank transfer (automatic),22.46,993.93,Yes
1769-CNNQF,Male,0,Yes,Yes,60,Yes,Yes,DSL,No,No,Yes,No,No,No,One year,No,Bank transfer (automatic),50.13,3006.81,No
2600-KMRBC,Male,1,Yes,Yes,18,Yes,No,Fiber optic,No,Yes,No,Yes,No,No,One year,Yes,Electronic check,80.57,1451.49,Yes
1155-ZDEQD,Male,0,Yes,No,31,No,No phone service,Fiber optic,Yes,No,No,Yes,No,Yes,Two year,No,Bank transfer (automatic),88.57,2759.47,No
7428-DRBJM,Female,0,No,No,29,Yes,No,DSL,Yes,No,No,No,Yes,Yes,Month-to-month,No,Bank transfer (automatic),56.88,1641.44,No
8157-YPYHY,Male,0,Yes,No,64,Yes,No,DSL,Yes,No,No,Yes,Yes,Yes,Two year,No,Electronic check,66.17,4240.17,No
7424-QPVSS,Female,1,Yes,No,31,Yes,No,Fiber optic,No,No,No,No,No,No,Two year,Yes,Electronic check,73.13,2253.47,No
9646-UVLNQ,Male,0,No,No,56,Yes,No,Fiber optic,No,No,No,No,No,Yes,One year,No,Electronic check,82.41,4619.12,No
7570-ZZMQK,Male,0,Yes,Yes,19,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,Yes,No,One year,No,Electronic check,87.56,1681.23,Yes
2908-YFJPE,Female,0,No,No,29,Yes,Yes,DSL,No,No,Yes,No,Yes,Yes,Two year,Yes,Bank transfer (automatic),57.71,1684.29,No
7161-CAAAX,Male,0,Yes,No,58,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,71.56,4143.89,No
1709-NCLQP,Female,1,No,No,61,Yes,No,Fiber optic,Yes,Yes,Yes,No,No,No,Month-to-month,Yes,Electronic check,92.08,5614.41,No
2632-TWWMF,Female,0,No,No,66,Yes,No,Fiber optic,No,No,Yes,Yes,No,Yes,Month-to-month,Yes,Mailed check,92.33,6090.21,No
8110-JSXAH,Male,0,No,Yes,30,Yes,No,Fiber optic,Yes,Yes,Yes,Yes,No,No,Month-to-month,No,Electronic check,105.86,3169.59,No
9431-ATQEG,Female,1,Yes,Yes,65,Yes,No,Fiber optic,No,Yes,No,No,Yes,No,Two year,Yes,Mailed check,80.64,5219.49,No
9266-JULKE,Female,0,No,No,53,Yes,Yes,Fiber optic,Yes,No,No,Yes,Yes,Yes,Month-to-month,Yes,Mailed check,86.77,4587.93,Yes
1584-CPWYP,Female,0,Yes,No,9,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,No,Yes,Month-to-month,No,Electronic check,97.7,869.99,Yes
5244-QMTNV,Female,0,Yes,No,37,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),46.99,1742.07,No
9721-WXHFL,Female,0,Yes,No,30,Yes,No,DSL,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,71.68,2145.26,No
5099-EVWQM,Female,0,Yes,No,28,Yes,Yes,Fiber optic,Yes,Yes,No,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),81.68,2290.64,No
8333-EXTNY,Female,0,Yes,No,24,Yes,No,Fiber optic,No,No,No,Yes,No,Yes,Month-to-month,No,Mailed check,78.63,1896.53,Yes
9380-RALNJ,Female,0,Yes,No,31,Yes,No,Fiber optic,Yes,No,Yes,No,Yes,No,Month-to-month,Yes,Mailed check,90.18,2808.0,Yes
4020-WWEWN,Male,0,Yes,No,16,Yes,No,Fiber optic,No,No,No,Yes,Yes,Yes,Month-to-month,Yes,Credit card (automatic),94.23,1499.97,Yes
3671-GUSQX,Male,0,No,No,44,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Credit card (automatic),18.25,814.27,Yes
9164-PRZJS,Female,0,Yes,No,48,Yes,No,Fiber optic,Yes,No,Yes,Yes,No,No,Month-to-month,No,Electronic check,82.57,3945.51,No
7231-NTFZK,Male,0,No,No,17,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Credit card (automatic),18.25,302.39,No
7287-EQKLE,Female,0,No,No,51,Yes,No,DSL,Yes,No,Yes,Yes,Yes,No,Month-to-month,Yes,Electronic check,67.16,3444.18,No
6867-KZYPX,Female,1,Yes,No,19,Yes,Yes,DSL,Yes,No,Yes,No,No,No,Month-to-month,Yes,Electronic check,59.74,1138.13,Yes
3531-HBGYG,Male,0,No,Yes,61,Yes,No,Fiber optic,Yes,No,No,No,Yes,No,Month-to-month,No,Electronic check,79.78,4870.01,No
8963-ZCTCY,Female,0,No,No,12,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,18.25,228.29,No
8720-ZPDUM,Female,0,Yes,No,42,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Mailed check,21.83,924.42,No
4967-SJEEZ,Female,0,Yes,No,20,Yes,No,DSL,No,Yes,No,No,No,No,Two year,No,Electronic check,45.76,909.19,No
9288-BVRDT,Female,0,No,Yes,5,Yes,No,Fiber optic,Yes,No,No,No,Yes,Yes,One year,Yes,Bank transfer (automatic),90.75,459.03,Yes
5546-GJSLQ,Male,0,No,No,70,Yes,No,Fiber optic,No,No,No,No,No,Yes,Two year,No,Electronic check,78.79,5517.51,No
5888-GVHPS,Female,0,No,No,52,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),43.54,2249.66,No
8818-VZEWU,Female,1,Yes,No,51,Yes,No,DSL,Yes,Yes,No,No,No,Yes,One year,No,Credit card (automatic),68.59,3506.86,No
9929-SGBKA,Female,0,No,No,68,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),88.17,5978.81,No
4474-ZPBJQ,Male,0,Yes,No,8,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Electronic check,22.98,166.3,No
6475-EBYVJ,Female,0,Yes,No,45,Yes,Yes,DSL,No,No,Yes,Yes,No,No,Month-to-month,Yes,Mailed check,56.42,2536.17,No
5389-YWRWG,Male,0,Yes,Yes,70,Yes,Yes,Fiber optic,Yes,No,No,Yes,No,No,Two year,No,Bank transfer (automatic),86.0,6015.58,No
9552-HHARM,Male,0,Yes,No,29,Yes,No,Fiber optic,No,Yes,No,Yes,Yes,Yes,One year,Yes,Credit card (automatic),89.02,2600.86,No
9726-AGNJT,Female,0,No,No,42,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,19.91,822.64,No
8324-UEUYR,Female,0,No,Yes,58,Yes,Yes,DSL,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,52.0,3012.24,No
7099-RUACS,Male,0,No,No,37,No,No phone service,DSL,No,No,No,No,No,No,Two year,Yes,Mailed check,44.47,1652.46,No
3098-KSPCC,Female,0,Yes,No,33,No,No phone service,Fiber optic,No,No,Yes,Yes,No,No,Month-to-month,Yes,Bank transfer (automatic),90.38,2972.29,No
6664-VYHCD,Male,0,No,No,45,Yes,No,Fiber optic,No,No,Yes,Yes,Yes,No,Month-to-month,Yes,Electronic check,83.64,3756.98,No
1857-YZXKP,Male,0,No,No,31,Yes,Yes,Fiber optic,No,Yes,No,Yes,No,Yes,Month-to-month,Yes,Bank transfer (automatic),84.37,2623.56,Yes
7186-LMUZW,Female,0,Yes,No,15,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,One year,Yes,Mailed check,77.47,1174.97,Yes
5434-UCELL,Female,0,No,No,38,No,No phone service,Fiber optic,Yes,Yes,Yes,Yes,No,Yes,Month-to-month,No,Mailed check,96.66,3691.59,No
3794-GUFQY,Male,0,No,Yes,0,Yes,Yes,DSL,No,No,No,No,No,Yes,Month-to-month,No,Mailed check,48.32, ,Yes
2748-XJMTQ,Male,0,No,No,56,Yes,No,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,One year,Yes,Electronic check,97.38,5442.54,No
3462-VEAPT,Male,1,Yes,No,19,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),18.25,328.91,Yes
3947-MUWUQ,Male,0,No,No,41,Yes,No,DSL,No,Yes,No,No,Yes,No,One year,No,Bank transfer (automatic),56.83,2341.4,No
2955-SMMPT,Female,0,No,No,71,Yes,No,DSL,No,No,No,No,No,No,One year,Yes,Electronic check,48.82,3476.66,No
4837-XKJWV,Female,0,Yes,Yes,33,No,No phone service,DSL,No,Yes,No,No,Yes,No,Month-to-month,No,Electronic check,52.46,1722.2,No
1627-QDPDD,Female,0,No,No,49,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,18.25,902.97,No
8866-ZHBAU,Female,0,Yes,No,10,Yes,No,DSL,No,No,No,No,No,No,One year,Yes,Bank transfer (automatic),43.35,444.71,No
4564-RREHM,Female,1,No,Yes,42,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,No,Month-to-month,Yes,Mailed check,81.4,3418.7,No
5132-KNEAJ,Male,0,No,No,9,Yes,No,DSL,No,No,Yes,No,Yes,Yes,One year,No,Bank transfer (automatic),67.07,615.24,No
5473-LEUHJ,Female,1,No,Yes,7,Yes,Yes,DSL,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),65.54,464.84,No
7754-JXHAT,Female,1,No,No,71,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Electronic check,18.25,1291.19,No
3877-YUARS,Female,0,Yes,Yes,18,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,No,Mailed check,75.82,1362.27,No
5786-PETFD,Female,0,Yes,Yes,64,Yes,No,Fiber optic,No,No,Yes,No,No,No,Month-to-month,Yes,Credit card (automatic),75.63,4826.02,No
9841-MNEKU,Female,0,No,Yes,54,Yes,Yes,DSL,No,No,No,No,Yes,Yes,One year,Yes,Electronic check,58.43,3170.25,No
5206-CAUMK,Male,0,Yes,No,51,No,No phone service,DSL,Yes,Yes,No,No,No,No,Month-to-month,No,Credit card (automatic),60.07,3058.21,No
7463-SHQTB,Male,1,Yes,No,2,No,No phone service,DSL,No,Yes,Yes,Yes,Yes,No,Two year,Yes,Electronic check,69.58,149.8,Yes
7006-AMTTX,Male,0,Yes,Yes,52,Yes,No,Fiber optic,Yes,Yes,No,No,No,No,Two year,No,Bank transfer (automatic),79.64,4148.7,No
4007-LAEEL,Female,1,Yes,No,43,Yes,No,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),93.02,3991.96,No
2903-HBSQY,Male,0,No,Yes,47,Yes,Yes,DSL,No,Yes,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),47.85,2249.86,No
6586-RUVCE,Male,1,No,Yes,53,No,No phone service,DSL,No,No,Yes,Yes,Yes,Yes,Month-to-month,No,Electronic check,65.81,3472.88,Yes
8142-XJMPL,Female,1,Yes,No,15,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,No,One year,No,Electronic check,79.66,1200.73,No
6005-LLNSS,Female,0,Yes,Yes,29,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Electronic check,24.03,687.0,No
6731-UJTHN,Female,0,Yes,No,27,Yes,No,Fiber optic,Yes,No,No,No,Yes,Yes,Month-to-month,Yes,Mailed check,90.68,2446.67,No
7450-LSQHB,Male,0,Yes,No,15,Yes,No,Fiber optic,No,No,No,Yes,Yes,No,Month-to-month,No,Bank transfer (automatic),82.83,1239.76,No
9708-RBAUL,Male,0,Yes,Yes,50,Yes,No,Fiber optic,No,No,No,No,No,No,One year,Yes,Credit card (automatic),69.15,3443.46,Yes
8500-LMKQR,Female,1,Yes,No,32,Yes,No,Fiber optic,Yes,No,No,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),80.33,2560.67,No
6197-CNLMA,Female,0,No,No,24,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),24.95,612.32,No
3280-FJEBW,Male,0,No,No,17,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Bank transfer (automatic),18.25,326.56,No
2154-TQPLH,Male,0,Yes,Yes,25,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,No,Mailed check,76.32,1895.9,No
2619-ZYNVP,Female,1,No,No,5,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,99.88,497.01,Yes
2825-ASPYR,Female,0,No,No,37,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),19.52,720.43,No
9700-EBDXC,Male,0,Yes,Yes,43,Yes,Yes,Fiber optic,No,No,Yes,No,No,No,Two year,Yes,Electronic check,76.47,3284.74,No
5407-XYPMQ,Female,0,Yes,No,66,Yes,Yes,Fiber optic,No,No,Yes,No,No,No,Month-to-month,No,Electronic check,77.56,5126.2,Yes
2977-AEUVE,Male,0,No,Yes,42,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Electronic check,22.36,950.81,No
3547-XKZXT,Male,0,Yes,No,5,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,Month-to-month,No,Electronic check,69.27,341.1,Yes
6239-NDYEK,Male,0,No,No,63,Yes,No,DSL,No,Yes,No,No,No,Yes,Month-to-month,No,Mailed check,54.65,3448.67,No
4830-VGGHH,Male,0,No,Yes,12,No,No phone service,DSL,No,Yes,Yes,No,No,Yes,Month-to-month,No,Electronic check,63.51,757.58,Yes
9123-QYDYQ,Female,0,Yes,Yes,64,Yes,No,Fiber optic,No,No,Yes,Yes,No,Yes,Month-to-month,Yes,Electronic check,84.38,5412.39,Yes
7559-SNVEJ,Female,0,No,No,37,Yes,No,Fiber optic,No,Yes,No,No,Yes,Yes,One year,Yes,Credit card (automatic),82.82,3070.73,Yes
5314-SYXBN,Male,0,No,No,63,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Electronic check,18.25,1142.22,No
3036-SXXUJ,Male,0,Yes,No,13,Yes,No,DSL,No,No,Yes,Yes,Yes,No,Month-to-month,Yes,Bank transfer (automatic),48.76,634.14,Yes
1098-DMMNZ,Male,0,Yes,No,16,Yes,No,Fiber optic,No,No,No,No,Yes,No,Two year,Yes,Credit card (automatic),74.07,1176.85,Yes
8383-ASFLP,Male,1,No,Yes,12,No,No phone service,DSL,Yes,No,No,No,Yes,No,One year,No,Electronic check,58.95,718.27,Yes
7979-GYSEJ,Male,0,No,No,72,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card (automatic),18.25,1306.56,No
4712-XCHJP,Female,1,No,Yes,5,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,No,One year,Yes,Mailed check,88.94,447.26,Yes
3154-EDKCM,Female,0,No,No,5,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,Two year,No,Bank transfer (automatic),107.38,528.19,No
3631-BASSM,Female,0,Yes,No,36,No,No phone service,Fiber optic,Yes,Yes,No,No,Yes,No,Two year,No,Credit card (automatic),90.5,3262.64,No
7372-DHKER,Female,0,Yes,Yes,56,Yes,Yes,DSL,No,No,Yes,Yes,Yes,No,Two year,Yes,Bank transfer (automatic),65.85,3682.79,No
3367-MCEMC,Male,0,Yes,Yes,52,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,21.51,1107.91,No
8044-WSJDW,Male,0,Yes,Yes,45,Yes,No,DSL,No,No,Yes,No,Yes,No,One year,Yes,Electronic check,61.27,2755.62,No
6849-BBQRR,Male,0,No,Yes,3,Yes,No,Fiber optic,No,Yes,No,No,No,Yes,One year,No,Electronic check,86.12,263.39,No
7763-ANKTB,Male,0,No,No,33,Yes,Yes,Fiber optic,No,Yes,No,Yes,No,No,Month-to-month,Yes,Electronic check,85.18,2799.81,Yes
6591-JFAEL,Male,0,No,No,65,Yes,No,DSL,No,No,No,No,No,No,Two year,No,Credit card (automatic),43.86,2841.39,No
8468-FNJNA,Female,0,No,No,62,Yes,No,Fiber optic,Yes,Yes,Yes,No,No,Yes,Month-to-month,No,Mailed check,98.52,6113.38,No
3883-CFBJC,Male,0,Yes,No,60,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,76.76,4607.99,No
7764-BMEJX,Female,0,Yes,No,41,Yes,Yes,DSL,No,Yes,Yes,Yes,Yes,No,Month-to-month,Yes,Electronic check,58.89,2430.96,No
5299-XCESN,Female,0,Yes,No,63,Yes,No,Fiber optic,Yes,Yes,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,88.87,5580.69,No
4230-CTRBL,Female,0,No,Yes,16,No,No phone service,Fiber optic,Yes,No,No,Yes,Yes,Yes,Month-to-month,No,Credit card (automatic),94.51,1513.95,Yes
